"","Jahr","TagezumStichtag"
"164549",2019,66
"164561",2019,118
"164579",2019,47
"164585",2019,6
"164591",2019,176
"164607",2019,298
"164647",2019,24
"164656",2019,206
"164680",2019,173
"164696",2019,111
"164705",2019,28
"164711",2019,77
"164715",2019,69
"164728",2019,41
"164731",2019,35
"164738",2019,44
"164757",2019,125
"164783",2019,3
"164838",2019,77
"164861",2019,37
"164888",2019,14
"164915",2019,95
"164920",2019,55
"164931",2019,11
"164933",2019,13
"164934",2019,29
"164939",2019,39
"164946",2019,72
"164976",2019,153
"165033",2019,80
"165037",2019,16
"165043",2019,104
"165058",2019,4
"165092",2019,10
"165111",2019,40
"165134",2019,29
"165143",2019,59
"165145",2019,86
"165158",2019,69
"165159",2019,7
"165228",2019,14
"165233",2019,17
"165234",2019,59
"165262",2019,21
"165265",2019,82
"165281",2019,5
"165282",2019,271
"165345",2019,46
"165356",2019,9
"165363",2019,349
"165365",2019,15
"165373",2019,21
"165374",2020,30
"165400",2019,99
"165407",2019,7
"165436",2019,39
"165443",2019,15
"165449",2019,145
"165450",2019,60
"165460",2019,13
"165477",2019,166
"165493",2019,14
"165590",2019,68
"165597",2019,6
"165616",2019,1
"165659",2019,1
"165694",2019,2
"165720",2019,368
"165722",2019,114
"165774",2019,5
"165841",2019,53
"165858",2019,8
"165877",2019,23
"165896",2019,145
"165922",2019,1
"165938",2019,14
"165998",2019,3
"166003",2019,154
"166036",2019,22
"166038",2019,14
"166100",2019,50
"166112",2019,50
"166135",2019,258
"166137",2019,258
"166174",2019,15
"166190",2019,38
"166202",2019,126
"166215",2019,6
"166224",2019,8
"166226",2019,9
"166237",2019,127
"166239",2019,82
"166246",2019,37
"166248",2019,40
"166261",2019,66
"166267",2019,76
"166272",2019,3
"166281",2019,17
"166282",2019,114
"166323",2019,45
"166330",2019,100
"166334",2019,16
"166337",2019,62
"166343",2019,52
"166378",2019,119
"166379",2019,36
"166384",2020,31
"166393",2020,54
"166432",2020,7
"166434",2020,68
"166441",2020,17
"166442",2020,53
"166443",2020,165
"166444",2020,89
"166474",2020,150
"166494",2020,5
"166496",2020,170
"166512",2020,64
"166519",2020,166
"166531",2020,7
"166551",2020,215
"166560",2020,51
"166564",2020,57
"166595",2020,61
"166597",2020,3
"166599",2020,10
"166634",2020,36
"166642",2020,99
"166644",2020,31
"166645",2020,54
"166648",2020,50
"166649",2020,5
"166655",2020,122
"166666",2020,65
"166700",2020,77
"166701",2020,167
"166710",2020,8
"166714",2020,14
"166721",2020,147
"166747",2020,31
"166749",2020,232
"166750",2020,35
"166757",2020,61
"166765",2020,32
"166774",2020,61
"166794",2020,19
"166802",2020,96
"166812",2020,124
"166827",2020,114
"166861",2020,78
"166876",2020,71
"166905",2020,134
"166910",2020,4
"166921",2020,38
"166924",2020,52
"166927",2020,60
"166929",2020,77
"166930",2020,40
"166931",2020,26
"166937",2020,146
"166947",2020,331
"166955",2020,17
"166961",2020,51
"166969",2020,7
"166977",2020,6
"166984",2020,111
"166995",2020,19
"166997",2020,17
"167000",2020,75
"167008",2020,156
"167018",2020,21
"167025",2020,42
"167044",2020,37
"167046",2020,31
"167064",2020,3
"167078",2020,135
"167092",2020,106
"167094",2020,145
"167102",2020,154
"167109",2020,47
"167125",2020,30
"167146",2020,57
"167148",2020,4
"167168",2020,58
"167182",2020,42
"167184",2020,51
"167189",2020,55
"167192",2020,10
"167215",2020,1
"167217",2020,23
"167233",2020,15
"167240",2020,135
"167246",2020,18
"167270",2020,35
"167320",2020,2
"167332",2020,132
"167351",2020,56
"167357",2020,24
"167362",2020,99
"167372",2020,26
"167395",2020,52
"167415",2020,90
"167439",2020,288
"167457",2020,11
"167463",2020,26
"167479",2020,73
"167483",2020,91
"167486",2020,134
"167494",2020,113
"167495",2020,37
"167497",2020,33
"167501",2020,112
"167509",2020,4
"167538",2020,61
"167544",2020,114
"167554",2020,137
"167597",2020,48
"167646",2020,119
"167649",2020,30
"167651",2020,51
"167654",2020,13
"167666",2020,69
"167668",2020,72
"167675",2020,19
"167687",2020,24
"167693",2020,4
"167720",2020,126
"167741",2020,48
"167746",2020,47
"167750",2020,10
"167752",2020,200
"167758",2020,85
"167763",2020,3
"167765",2020,24
"167769",2020,121
"167770",2020,4
"167775",2020,138
"167784",2020,157
"167788",2020,29
"167802",2020,6
"167806",2020,30
"167817",2021,19
"167836",2020,16
"167842",2020,192
"167843",2020,22
"167869",2020,50
"167880",2020,23
"167917",2020,54
"167922",2020,233
"167945",2020,12
"167948",2020,8
"167955",2020,127
"167959",2020,64
"167962",2020,132
"167968",2020,99
"167969",2020,64
"167974",2020,120
"167994",2020,186
"167995",2020,170
"167996",2020,49
"168016",2020,11
"168017",2020,89
"168021",2020,46
"168062",2020,44
"168067",2020,2
"168070",2020,31
"168074",2020,37
"168077",2020,313
"168098",2020,21
"168100",2020,109
"168124",2020,48
"168127",2020,44
"168131",2020,9
"168136",2020,43
"168143",2020,149
"168169",2020,123
"168174",2020,74
"168180",2020,77
"168182",2020,44
"168214",2020,32
"168217",2020,26
"168230",2020,84
"168250",2020,3
"168318",2020,60
"168323",2020,43
"168341",2020,7
"168342",2020,234
"168344",2020,25
"168355",2020,21
"168359",2020,181
"168377",2020,55
"168387",2020,19
"168389",2020,15
"168398",2020,28
"168415",2020,221
"168426",2020,88
"168442",2020,63
"168449",2020,111
"168456",2020,22
"168459",2020,10
"168466",2020,39
"168476",2020,20
"168484",2020,46
"168503",2020,39
"168527",2020,12
"168534",2020,6
"168535",2020,37
"168539",2020,52
"168564",2020,22
"168602",2020,212
"168610",2020,158
"168632",2020,92
"168667",2020,65
"168673",2020,16
"168679",2020,37
"168683",2020,253
"168694",2020,29
"168705",2020,7
"168759",2020,31
"168818",2020,17
"168828",2020,12
"168829",2020,113
"168833",2020,5
"168837",2020,33
"168841",2020,16
"168845",2020,5
"168851",2020,119
"168852",2020,44
"168853",2020,157
"168854",2020,91
"168855",2020,13
"168859",2020,1
"168873",2020,124
"168876",2020,71
"168890",2020,10
"168922",2020,50
"168924",2020,15
"168959",2020,16
"168969",2020,9
"168975",2020,36
"168976",2020,109
"168977",2020,30
"169005",2021,15
"169011",2021,79
"169046",2021,73
"169049",2021,50
"169050",2021,23
"169052",2021,45
"169053",2021,80
"169060",2021,2
"169062",2021,16
"169068",2021,156
"169090",2021,21
"169101",2021,30
"169107",2021,50
"169123",2021,52
"169128",2021,56
"169133",2021,88
"169139",2021,27
"169140",2021,115
"169141",2021,76
"169154",2021,27
"169161",2021,180
"169171",2021,110
"169197",2021,82
"169199",2021,187
"169209",2021,1
"169237",2021,31
"169247",2021,132
"169262",2021,54
"169283",2021,22
"169290",2021,64
"169297",2021,87
"169298",2021,53
"169303",2021,21
"169340",2021,223
"169343",2021,46
"169362",2021,39
"169379",2021,82
"169387",2021,41
"169389",2021,66
"169394",2021,52
"169412",2021,7
"169422",2021,41
"169429",2021,27
"169431",2021,1
"169443",2021,149
"169459",2021,35
"169462",2021,125
"169467",2021,27
"169482",2021,117
"169486",2021,219
"169497",2021,34
"169501",2021,60
"169502",2021,104
"169521",2021,8
"169522",2021,95
"169537",2021,9
"169538",2021,64
"169545",2021,88
"169551",2021,52
"169553",2021,70
"169556",2021,50
"169563",2021,86
"169573",2021,99
"169598",2021,6
"169611",2021,12
"169614",2021,60
"169619",2021,102
"169653",2021,123
"169669",2021,11
"169684",2021,54
"169689",2021,38
"169692",2021,26
"169738",2021,28
"169741",2021,2
"169742",2021,31
"169764",2021,50
"169778",2021,28
"169780",2021,18
"169786",2021,264
"169787",2021,16
"169788",2021,25
"169790",2021,128
"169796",2021,128
"169804",2021,12
"169807",2021,32
"169816",2021,91
"169818",2021,91
"169827",2021,20
"169834",2021,102
"169836",2021,58
"169841",2021,59
"169856",2021,80
"169872",2021,34
"169886",2021,4
"169897",2021,23
"169903",2021,139
"169908",2021,225
"169918",2021,54
"169921",2021,155
"169935",2021,8
"169952",2021,39
"169956",2021,8
"169963",2021,96
"169969",2021,34
"169981",2021,35
"169993",2021,107
"169996",2021,1
"170004",2021,55
"170012",2021,10
"170015",2021,70
"170035",2021,51
"170046",2021,4
"170048",2021,24
"170050",2021,38
"170089",2021,69
"170094",2021,14
"170104",2021,14
"170115",2021,62
"170124",2021,46
"170128",2021,118
"170151",2021,26
"170164",2021,83
"170169",2021,28
"170189",2021,53
"170212",2021,89
"170229",2021,63
"170238",2021,106
"170244",2021,63
"170252",2021,79
"170264",2021,24
"170268",2021,12
"170276",2021,333
"170281",2021,14
"170283",2021,10
"170296",2021,149
"170297",2021,212
"170306",2021,106
"170314",2021,17
"170348",2021,46
"170350",2021,182
"170362",2021,60
"170370",2021,145
"170375",2021,18
"170380",2021,111
"170381",2021,142
"170404",2021,59
"170410",2021,27
"170419",2021,179
"170422",2021,12
"170439",2021,52
"170442",2021,18
"170452",2021,145
"170486",2021,41
"170493",2021,7
"170505",2021,41
"170515",2021,23
"170522",2021,1
"170531",2021,62
"170533",2021,105
"170549",2021,181
"170553",2021,11
"170570",2021,18
"170572",2021,333
"170577",2021,39
"170579",2021,3
"170586",2021,59
"170590",2021,10
"170597",2021,24
"170625",2021,49
"170643",2021,98
"170645",2021,21
"170650",2021,11
"170656",2021,40
"170661",2021,4
"170662",2021,1
"170685",2021,56
"170697",2021,10
"170715",2021,26
"170724",2021,8
"170733",2021,6
"170737",2021,130
"170741",2021,174
"170746",2021,30
"170748",2021,2
"170767",2021,38
"170811",2021,206
"170813",2021,207
"170818",2021,34
"170820",2021,28
"170826",2021,8
"170886",2021,20
"170900",2021,19
"170910",2021,82
"170911",2021,8
"170933",2021,75
"170934",2021,56
"170940",2021,76
"170976",2021,17
"170980",2021,5
"170998",2021,49
"171010",2021,2
"171013",2021,66
"171017",2021,12
"171043",2021,8
"171050",2021,31
"171084",2021,47
"171097",2021,25
"171117",2021,17
"171126",2021,71
"171127",2021,12
"171146",2021,199
"171156",2021,54
"171171",2021,65
"171177",2021,41
"171179",2021,11
"171183",2021,4
"171210",2021,103
"171223",2021,2
"171248",2021,55
"171272",2021,60
"171298",2021,36
"171336",2021,60
"171344",2021,24
"171346",2021,12
"171357",2021,18
"171361",2021,35
"171373",2021,171
"171388",2021,29
"171389",2021,2
"171394",2021,47
"171413",2021,48
"171497",2021,1
"171501",2021,55
"171502",2021,77
"171503",2021,47
"171538",2021,3
"171563",2021,27
"171564",2021,14
"171565",2021,132
"171567",2021,12
